Number of nodes is: 3
Number of cores/ranks per node is: 64
Rank 17: Matrix-vector product took 0.0080824 seconds
Rank 18: Matrix-vector product took 0.00575837 seconds
Rank 19: Matrix-vector product took 0.0075276 seconds
Rank 20: Matrix-vector product took 0.00578189 seconds
Rank 21: Matrix-vector product took 0.00591054 seconds
Rank 22: Matrix-vector product took 0.00568718 seconds
Rank 23: Matrix-vector product took 0.00784562 seconds
Rank 24: Matrix-vector product took 0.00624532 seconds
Rank 25: Matrix-vector product took 0.00618184 seconds
Rank 26: Matrix-vector product took 0.00596827 seconds
Rank 27: Matrix-vector product took 0.00644235 seconds
Rank 28: Matrix-vector product took 0.00640572 seconds
Rank 29: Matrix-vector product took 0.00608815 seconds
Rank 30: Matrix-vector product took 0.00781427 seconds
Rank 31: Matrix-vector product took 0.00580117 seconds
Rank 32: Matrix-vector product took 0.00625367 seconds
Rank 33: Matrix-vector product took 0.00582284 seconds
Rank 34: Matrix-vector product took 0.00803842 seconds
Rank 35: Matrix-vector product took 0.0057698 seconds
Rank 36: Matrix-vector product took 0.00577484 seconds
Rank 37: Matrix-vector product took 0.00571039 seconds
Rank 38: Matrix-vector product took 0.00601267 seconds
Rank 39: Matrix-vector product took 0.00604268 seconds
Rank 40: Matrix-vector product took 0.00783009 seconds
Rank 41: Matrix-vector product took 0.00594822 seconds
Rank 42: Matrix-vector product took 0.0078595 seconds
Rank 43: Matrix-vector product took 0.00606992 seconds
Rank 44: Matrix-vector product took 0.00632429 seconds
Rank 45: Matrix-vector product took 0.00618298 seconds
Rank 46: Matrix-vector product took 0.00818777 seconds
Rank 47: Matrix-vector product took 0.0061483 seconds
Rank 48: Matrix-vector product took 0.00802076 seconds
Rank 49: Matrix-vector product took 0.00810991 seconds
Rank 50: Matrix-vector product took 0.00816635 seconds
Rank 51: Matrix-vector product took 0.00610282 seconds
Rank 52: Matrix-vector product took 0.00611127 seconds
Rank 53: Matrix-vector product took 0.0080548 seconds
Rank 54: Matrix-vector product took 0.0058776 seconds
Rank 55: Matrix-vector product took 0.00601077 seconds
Rank 56: Matrix-vector product took 0.00761481 seconds
Rank 57: Matrix-vector product took 0.00793126 seconds
Rank 58: Matrix-vector product took 0.00601088 seconds
Rank 59: Matrix-vector product took 0.00590559 seconds
Rank 60: Matrix-vector product took 0.00551791 seconds
Rank 61: Matrix-vector product took 0.00574975 seconds
Rank 62: Matrix-vector product took 0.00540922 seconds
Rank 63: Matrix-vector product took 0.00575236 seconds
Rank 64: Matrix-vector product took 0.0059727 seconds
Rank 65: Matrix-vector product took 0.00808516 seconds
Rank 66: Matrix-vector product took 0.00613691 seconds
Rank 67: Matrix-vector product took 0.00829686 seconds
Rank 68: Matrix-vector product took 0.00797047 seconds
Rank 69: Matrix-vector product took 0.00617125 seconds
Rank 70: Matrix-vector product took 0.00610827 seconds
Rank 71: Matrix-vector product took 0.00781765 seconds
Rank 72: Matrix-vector product took 0.00571187 seconds
Rank 73: Matrix-vector product took 0.00565135 seconds
Rank 74: Matrix-vector product took 0.00750627 seconds
Rank 75: Matrix-vector product took 0.00790856 seconds
Rank 76: Matrix-vector product took 0.00630544 seconds
Rank 77: Matrix-vector product took 0.00614349 seconds
Rank 78: Matrix-vector product took 0.00596681 seconds
Rank 79: Matrix-vector product took 0.00589241 seconds
Rank 80: Matrix-vector product took 0.00610166 seconds
Rank 81: Matrix-vector product took 0.00722067 seconds
Rank 82: Matrix-vector product took 0.00609798 seconds
Rank 83: Matrix-vector product took 0.00589145 seconds
Rank 84: Matrix-vector product took 0.00638709 seconds
Rank 85: Matrix-vector product took 0.00606927 seconds
Rank 86: Matrix-vector product took 0.00621976 seconds
Rank 87: Matrix-vector product took 0.00573232 seconds
Rank 88: Matrix-vector product took 0.00569997 seconds
Rank 89: Matrix-vector product took 0.00603347 seconds
Rank 90: Matrix-vector product took 0.00606145 seconds
Rank 91: Matrix-vector product took 0.00608743 seconds
Rank 92: Matrix-vector product took 0.00793635 seconds
Rank 93: Matrix-vector product took 0.00838134 seconds
Rank 94: Matrix-vector product took 0.00608743 seconds
Rank 95: Matrix-vector product took 0.00847631 seconds
Rank 96: Matrix-vector product took 0.00625196 seconds
Rank 97: Matrix-vector product took 0.00594574 seconds
Rank 98: Matrix-vector product took 0.00606926 seconds
Rank 99: Matrix-vector product took 0.00637849 seconds
Rank 100: Matrix-vector product took 0.0080967 seconds
Rank 101: Matrix-vector product took 0.0060759 seconds
Rank 102: Matrix-vector product took 0.00592823 seconds
Rank 103: Matrix-vector product took 0.00851984 seconds
Rank 104: Matrix-vector product took 0.00609758 seconds
Rank 105: Matrix-vector product took 0.00797523 seconds
Rank 106: Matrix-vector product took 0.00607562 seconds
Rank 107: Matrix-vector product took 0.00559933 seconds
Rank 108: Matrix-vector product took 0.00579626 seconds
Rank 109: Matrix-vector product took 0.00624874 seconds
Rank 110: Matrix-vector product took 0.00604626 seconds
Rank 111: Matrix-vector product took 0.00602234 seconds
Rank 112: Matrix-vector product took 0.00596191 seconds
Rank 113: Matrix-vector product took 0.00586821 seconds
Rank 114: Matrix-vector product took 0.00583696 seconds
Rank 115: Matrix-vector product took 0.00596894 seconds
Rank 116: Matrix-vector product took 0.00549054 seconds
Rank 117: Matrix-vector product took 0.00563312 seconds
Rank 118: Matrix-vector product took 0.00626048 seconds
Rank 119: Matrix-vector product took 0.0056601 seconds
Rank 120: Matrix-vector product took 0.00572333 seconds
Rank 121: Matrix-vector product took 0.00764276 seconds
Rank 122: Matrix-vector product took 0.00799609 seconds
Rank 123: Matrix-vector product took 0.00826404 seconds
Rank 124: Matrix-vector product took 0.00582506 seconds
Rank 125: Matrix-vector product took 0.00564374 seconds
Rank 126: Matrix-vector product took 0.00825074 seconds
Rank 127: Matrix-vector product took 0.00547684 seconds
Rank 128: Matrix-vector product took 0.00582798 seconds
Rank 129: Matrix-vector product took 0.00791028 seconds
Rank 130: Matrix-vector product took 0.00790347 seconds
Rank 131: Matrix-vector product took 0.00569741 seconds
Rank 132: Matrix-vector product took 0.00593533 seconds
Rank 133: Matrix-vector product took 0.00828888 seconds
Rank 134: Matrix-vector product took 0.0061804 seconds
Rank 135: Matrix-vector product took 0.00855962 seconds
Rank 136: Matrix-vector product took 0.00645316 seconds
Rank 137: Matrix-vector product took 0.00851348 seconds
Rank 138: Matrix-vector product took 0.00640975 seconds
Rank 139: Matrix-vector product took 0.00610717 seconds
Rank 140: Matrix-vector product took 0.00591377 seconds
Rank 141: Matrix-vector product took 0.00604077 seconds
Rank 142: Matrix-vector product took 0.00828793 seconds
Rank 143: Matrix-vector product took 0.00630859 seconds
Rank 144: Matrix-vector product took 0.00649408 seconds
Rank 145: Matrix-vector product took 0.00608833 seconds
Rank 146: Matrix-vector product took 0.0079974 seconds
Rank 147: Matrix-vector product took 0.00661635 seconds
Rank 148: Matrix-vector product took 0.00643853 seconds
Rank 149: Matrix-vector product took 0.00809895 seconds
Rank 150: Matrix-vector product took 0.00575418 seconds
Rank 151: Matrix-vector product took 0.00566675 seconds
Rank 152: Matrix-vector product took 0.00626681 seconds
Rank 153: Matrix-vector product took 0.00565291 seconds
Rank 154: Matrix-vector product took 0.00589035 seconds
Rank 155: Matrix-vector product took 0.00596781 seconds
Rank 156: Matrix-vector product took 0.00848387 seconds
Rank 157: Matrix-vector product took 0.00637413 seconds
Rank 158: Matrix-vector product took 0.00619003 seconds
Rank 159: Matrix-vector product took 0.0064448 seconds
Rank 160: Matrix-vector product took 0.00609605 seconds
Rank 161: Matrix-vector product took 0.00602014 seconds
Rank 162: Matrix-vector product took 0.00786815 seconds
Rank 163: Matrix-vector product took 0.00564006 seconds
Rank 164: Matrix-vector product took 0.00600328 seconds
Rank 165: Matrix-vector product took 0.00586218 seconds
Rank 166: Matrix-vector product took 0.00635497 seconds
Rank 167: Matrix-vector product took 0.00608983 seconds
Rank 168: Matrix-vector product took 0.00634199 seconds
Rank 169: Matrix-vector product took 0.00805623 seconds
Rank 170: Matrix-vector product took 0.00837048 seconds
Rank 171: Matrix-vector product took 0.0063354 seconds
Rank 172: Matrix-vector product took 0.00825565 seconds
Rank 173: Matrix-vector product took 0.00605565 seconds
Rank 174: Matrix-vector product took 0.00634439 seconds
Rank 175: Matrix-vector product took 0.00813311 seconds
Rank 176: Matrix-vector product took 0.0080065 seconds
Rank 177: Matrix-vector product took 0.00634891 seconds
Rank 178: Matrix-vector product took 0.00608712 seconds
Rank 179: Matrix-vector product took 0.00636299 seconds
Rank 180: Matrix-vector product took 0.00640768 seconds
Rank 181: Matrix-vector product took 0.00588191 seconds
Rank 182: Matrix-vector product took 0.00590027 seconds
Rank 183: Matrix-vector product took 0.00563012 seconds
Rank 184: Matrix-vector product took 0.00857627 seconds
Rank 185: Matrix-vector product took 0.00565572 seconds
Rank 186: Matrix-vector product took 0.00577795 seconds
Rank 187: Matrix-vector product took 0.0057257 seconds
Rank 188: Matrix-vector product took 0.00641224 seconds
Rank 189: Matrix-vector product took 0.00857992 seconds
Rank 190: Matrix-vector product took 0.00579595 seconds
Rank 191: Matrix-vector product took 0.00766249 seconds
Average time for Matrix-vector product is 0.0066183 seconds

Rank 0: copyOwnerToAll took 0.000722808 seconds
Rank 1: copyOwnerToAll took 0.000722808 seconds
Rank 2: copyOwnerToAll took 0.000722808 seconds
Rank 3: copyOwnerToAll took 0.000722808 seconds
Rank 4: copyOwnerToAll took 0.000722808 seconds
Rank 5: copyOwnerToAll took 0.000722808 seconds
Rank 6: copyOwnerToAll took 0.000722808 seconds
Rank 7: copyOwnerToAll took 0.000722808 seconds
Rank 8: copyOwnerToAll took 0.000722808 seconds
Rank 9: copyOwnerToAll took 0.000722808 seconds
Rank 10: copyOwnerToAll took 0.000722808 seconds
Rank 11: copyOwnerToAll took 0.000722808 seconds
Rank 12: copyOwnerToAll took 0.000722808 seconds
Rank 13: copyOwnerToAll took 0.000722808 seconds
Rank 14: copyOwnerToAll took 0.000722808 seconds
Rank 15: copyOwnerToAll took 0.000722808 seconds
Rank 16: copyOwnerToAll took 0.000722808 seconds
Rank 17: copyOwnerToAll took 0.000722808 seconds
Rank 18: copyOwnerToAll took 0.000722808 seconds
Rank 19: copyOwnerToAll took 0.000722808 seconds
Rank 20: copyOwnerToAll took 0.000722808 seconds
Rank 21: copyOwnerToAll took 0.000722808 seconds
Rank 22: copyOwnerToAll took 0.000722808 seconds
Rank 23: copyOwnerToAll took 0.000722808 seconds
Rank 24: copyOwnerToAll took 0.000722808 seconds
Rank 25: copyOwnerToAll took 0.000722808 seconds
Rank 26: copyOwnerToAll took 0.000722808 seconds
Rank 27: copyOwnerToAll took 0.000722808 seconds
Rank 28: copyOwnerToAll took 0.000722808 seconds
Rank 29: copyOwnerToAll took 0.000722808 seconds
Rank 30: copyOwnerToAll took 0.000722808 seconds
Rank 31: copyOwnerToAll took 0.000722808 seconds
Rank 32: copyOwnerToAll took 0.000722808 seconds
Rank 33: copyOwnerToAll took 0.000722808 seconds
Rank 34: copyOwnerToAll took 0.000722808 seconds
Rank 35: copyOwnerToAll took 0.000722808 seconds
Rank 36: copyOwnerToAll took 0.000722808 seconds
Rank 37: copyOwnerToAll took 0.000722808 seconds
Rank 38: copyOwnerToAll took 0.000722808 seconds
Rank 39: copyOwnerToAll took 0.000722808 seconds
Rank 40: copyOwnerToAll took 0.000722808 seconds
Rank 41: copyOwnerToAll took 0.000722808 seconds
Rank 42: copyOwnerToAll took 0.000722808 seconds
Rank 43: copyOwnerToAll took 0.000722808 seconds
Rank 44: copyOwnerToAll took 0.000722808 seconds
Rank 45: copyOwnerToAll took 0.000722808 seconds
Rank 46: copyOwnerToAll took 0.000722808 seconds
Rank 47: copyOwnerToAll took 0.000722808 seconds
Rank 48: copyOwnerToAll took 0.000722808 seconds
Rank 49: copyOwnerToAll took 0.000722808 seconds
Rank 50: copyOwnerToAll took 0.000722808 seconds
Rank 51: copyOwnerToAll took 0.000722808 seconds
Rank 52: copyOwnerToAll took 0.000722808 seconds
Rank 53: copyOwnerToAll took 0.000722808 seconds
Rank 54: copyOwnerToAll took 0.000722808 seconds
Rank 55: copyOwnerToAll took 0.000722808 seconds
Rank 56: copyOwnerToAll took 0.000722808 seconds
Rank 57: copyOwnerToAll took 0.000722808 seconds
Rank 58: copyOwnerToAll took 0.000722808 seconds
Rank 59: copyOwnerToAll took 0.000722808 seconds
Rank 60: copyOwnerToAll took 0.000722808 seconds
Rank 61: copyOwnerToAll took 0.000722808 seconds
Rank 62: copyOwnerToAll took 0.000722808 seconds
Rank 63: copyOwnerToAll took 0.000722808 seconds
Rank 64: copyOwnerToAll took 0.000722808 seconds
Rank 65: copyOwnerToAll took 0.000722808 seconds
Rank 66: copyOwnerToAll took 0.000722808 seconds
Rank 67: copyOwnerToAll took 0.000722808 seconds
Rank 68: copyOwnerToAll took 0.000722808 seconds
Rank 69: copyOwnerToAll took 0.000722808 seconds
Rank 70: copyOwnerToAll took 0.000722808 seconds
Rank 71: copyOwnerToAll took 0.000722808 seconds
Rank 72: copyOwnerToAll took 0.000722808 seconds
Rank 73: copyOwnerToAll took 0.000722808 seconds
Rank 74: copyOwnerToAll took 0.000722808 seconds
Rank 75: copyOwnerToAll took 0.000722808 seconds
Rank 76: copyOwnerToAll took 0.000722808 seconds
Rank 77: copyOwnerToAll took 0.000722808 seconds
Rank 78: copyOwnerToAll took 0.000722808 seconds
Rank 79: copyOwnerToAll took 0.000722808 seconds
Rank 80: copyOwnerToAll took 0.000722808 seconds
Rank 81: copyOwnerToAll took 0.000722808 seconds
Rank 82: copyOwnerToAll took 0.000722808 seconds
Rank 83: copyOwnerToAll took 0.000722808 seconds
Rank 84: copyOwnerToAll took 0.000722808 seconds
Rank 85: copyOwnerToAll took 0.000722808 seconds
Rank 86: copyOwnerToAll took 0.000722808 seconds
Rank 87: copyOwnerToAll took 0.000722808 seconds
Rank 88: copyOwnerToAll took 0.000722808 seconds
Rank 89: copyOwnerToAll took 0.000722808 seconds
Rank 90: copyOwnerToAll took 0.000722808 seconds
Rank 91: copyOwnerToAll took 0.000722808 seconds
Rank 92: copyOwnerToAll took 0.000722808 seconds
Rank 93: copyOwnerToAll took 0.000722808 seconds
Rank 94: copyOwnerToAll took 0.000722808 seconds
Rank 95: copyOwnerToAll took 0.000722808 seconds
Rank 96: copyOwnerToAll took 0.000722808 seconds
Rank 97: copyOwnerToAll took 0.000722808 seconds
Rank 98: copyOwnerToAll took 0.000722808 seconds
Rank 99: copyOwnerToAll took 0.000722808 seconds
Rank 100: copyOwnerToAll took 0.000722808 seconds
Rank 101: copyOwnerToAll took 0.000722808 seconds
Rank 102: copyOwnerToAll took 0.000722808 seconds
Rank 103: copyOwnerToAll took 0.000722808 seconds
Rank 104: copyOwnerToAll took 0.000722808 seconds
Rank 105: copyOwnerToAll took 0.000722808 seconds
Rank 106: copyOwnerToAll took 0.000722808 seconds
Rank 107: copyOwnerToAll took 0.000722808 seconds
Rank 108: copyOwnerToAll took 0.000722808 seconds
Rank 109: copyOwnerToAll took 0.000722808 seconds
Rank 110: copyOwnerToAll took 0.000722808 seconds
Rank 111: copyOwnerToAll took 0.000722808 seconds
Rank 112: copyOwnerToAll took 0.000722808 seconds
Rank 113: copyOwnerToAll took 0.000722808 seconds
Rank 114: copyOwnerToAll took 0.000722808 seconds
Rank 115: copyOwnerToAll took 0.000722808 seconds
Rank 116: copyOwnerToAll took 0.000722808 seconds
Rank 117: copyOwnerToAll took 0.000722808 seconds
Rank 118: copyOwnerToAll took 0.000722808 seconds
Rank 119: copyOwnerToAll took 0.000722808 seconds
Rank 120: copyOwnerToAll took 0.000722808 seconds
Rank 121: copyOwnerToAll took 0.000722808 seconds
Rank 122: copyOwnerToAll took 0.000722808 seconds
Rank 123: copyOwnerToAll took 0.000722808 seconds
Rank 124: copyOwnerToAll took 0.000722808 seconds
Rank 125: copyOwnerToAll took 0.000722808 seconds
Rank 126: copyOwnerToAll took 0.000722808 seconds
Rank 127: copyOwnerToAll took 0.000722808 seconds
Rank 128: copyOwnerToAll took 0.000722808 seconds
Rank 129: copyOwnerToAll took 0.000722808 seconds
Rank 130: copyOwnerToAll took 0.000722808 seconds
Rank 131: copyOwnerToAll took 0.000722808 seconds
Rank 132: copyOwnerToAll took 0.000722808 seconds
Rank 133: copyOwnerToAll took 0.000722808 seconds
Rank 134: copyOwnerToAll took 0.000722808 seconds
Rank 135: copyOwnerToAll took 0.000722808 seconds
Rank 136: copyOwnerToAll took 0.000722808 seconds
Rank 137: copyOwnerToAll took 0.000722808 seconds
Rank 138: copyOwnerToAll took 0.000722808 seconds
Rank 139: copyOwnerToAll took 0.000722808 seconds
Rank 140: copyOwnerToAll took 0.000722808 seconds
Rank 141: copyOwnerToAll took 0.000722808 seconds
Rank 142: copyOwnerToAll took 0.000722808 seconds
Rank 143: copyOwnerToAll took 0.000722808 seconds
Rank 144: copyOwnerToAll took 0.000722808 seconds
Rank 145: copyOwnerToAll took 0.000722808 seconds
Rank 146: copyOwnerToAll took 0.000722808 seconds
Rank 147: copyOwnerToAll took 0.000722808 seconds
Rank 148: copyOwnerToAll took 0.000722808 seconds
Rank 149: copyOwnerToAll took 0.000722808 seconds
Rank 150: copyOwnerToAll took 0.000722808 seconds
Rank 151: copyOwnerToAll took 0.000722808 seconds
Rank 152: copyOwnerToAll took 0.000722808 seconds
Rank 153: copyOwnerToAll took 0.000722808 seconds
Rank 154: copyOwnerToAll took 0.000722808 seconds
Rank 155: copyOwnerToAll took 0.000722808 seconds
Rank 156: copyOwnerToAll took 0.000722808 seconds
Rank 157: copyOwnerToAll took 0.000722808 seconds
Rank 158: copyOwnerToAll took 0.000722808 seconds
Rank 159: copyOwnerToAll took 0.000722808 seconds
Rank 160: copyOwnerToAll took 0.000722808 seconds
Rank 161: copyOwnerToAll took 0.000722808 seconds
Rank 162: copyOwnerToAll took 0.000722808 seconds
Rank 163: copyOwnerToAll took 0.000722808 seconds
Rank 164: copyOwnerToAll took 0.000722808 seconds
Rank 165: copyOwnerToAll took 0.000722808 seconds
Rank 166: copyOwnerToAll took 0.000722808 seconds
Rank 167: copyOwnerToAll took 0.000722808 seconds
Rank 168: copyOwnerToAll took 0.000722808 seconds
Rank 169: copyOwnerToAll took 0.000722808 seconds
Rank 170: copyOwnerToAll took 0.000722808 seconds
Rank 171: copyOwnerToAll took 0.000722808 seconds
Rank 172: copyOwnerToAll took 0.000722808 seconds
Rank 173: copyOwnerToAll took 0.000722808 seconds
Rank 174: copyOwnerToAll took 0.000722808 seconds
Rank 175: copyOwnerToAll took 0.000722808 seconds
Rank 176: copyOwnerToAll took 0.000722808 seconds
Rank 177: copyOwnerToAll took 0.000722808 seconds
Rank 178: copyOwnerToAll took 0.000722808 seconds
Rank 179: copyOwnerToAll took 0.000722808 seconds
Rank 180: copyOwnerToAll took 0.000722808 seconds
Rank 181: copyOwnerToAll took 0.000722808 seconds
Rank 182: copyOwnerToAll took 0.000722808 seconds
Rank 183: copyOwnerToAll took 0.000722808 seconds
Rank 184: copyOwnerToAll took 0.000722808 seconds
Rank 185: copyOwnerToAll took 0.000722808 seconds
Rank 186: copyOwnerToAll took 0.000722808 seconds
Rank 187: copyOwnerToAll took 0.000722808 seconds
Rank 188: copyOwnerToAll took 0.000722808 seconds
Rank 189: copyOwnerToAll took 0.000722808 seconds
Rank 190: copyOwnerToAll took 0.000722808 seconds
Rank 191: copyOwnerToAll took 0.000722808 seconds
Average time for copyOwnertoAll is 0.000765732 seconds



			Rank 0	Rank 1	Rank 2	Rank 3	Rank 4	Rank 5	Rank 6	Rank 7	Rank 8	Rank 9	Rank 10	Rank 11	Rank 12	Rank 13	Rank 14	Rank 15	Rank 16	Rank 17	Rank 18	Rank 19	Rank 20	Rank 21	Rank 22	Rank 23	Rank 24	Rank 25	Rank 26	Rank 27	Rank 28	Rank 29	Rank 30	Rank 31	Rank 32	Rank 33	Rank 34	Rank 35	Rank 36	Rank 37	Rank 38	Rank 39	Rank 40	Rank 41	Rank 42	Rank 43	Rank 44	Rank 45	Rank 46	Rank 47	Rank 48	Rank 49	Rank 50	Rank 51	Rank 52	Rank 53	Rank 54	Rank 55	Rank 56	Rank 57	Rank 58	Rank 59	Rank 60	Rank 61	Rank 62	Rank 63	Rank 64	Rank 65	Rank 66	Rank 67	Rank 68	Rank 69	Rank 70	Rank 71	Rank 72	Rank 73	Rank 74	Rank 75	Rank 76	Rank 77	Rank 78	Rank 79	Rank 80	Rank 81	Rank 82	Rank 83	Rank 84	Rank 85	Rank 86	Rank 87	Rank 88	Rank 89	Rank 90	Rank 91	Rank 92	Rank 93	Rank 94	Rank 95	Rank 96	Rank 97	Rank 98	Rank 99	Rank 100	Rank 101	Rank 102	Rank 103	Rank 104	Rank 105	Rank 106	Rank 107	Rank 108	Rank 109	Rank 110	Rank 111	Rank 112	Rank 113	Rank 114	Rank 115	Rank 116	Rank 117	Rank 118	Rank 119	Rank 120	Rank 121	Rank 122	Rank 123	Rank 124	Rank 125	Rank 126	Rank 127	Rank 128	Rank 129	Rank 130	Rank 131	Rank 132	Rank 133	Rank 134	Rank 135	Rank 136	Rank 137	Rank 138	Rank 139	Rank 140	Rank 141	Rank 142	Rank 143	Rank 144	Rank 145	Rank 146	Rank 147	Rank 148	Rank 149	Rank 150	Rank 151	Rank 152	Rank 153	Rank 154	Rank 155	Rank 156	Rank 157	Rank 158	Rank 159	Rank 160	Rank 161	Rank 162	Rank 163	Rank 164	Rank 165	Rank 166	Rank 167	Rank 168	Rank 169	Rank 170	Rank 171	Rank 172	Rank 173	Rank 174	Rank 175	Rank 176	Rank 177	Rank 178	Rank 179	Rank 180	Rank 181	Rank 182	Rank 183	Rank 184	Rank 185	Rank 186	Rank 187	Rank 188	Rank 189	Rank 190	Rank 191	
Rank 0's ghost cells:	0	256	433	0	0	0	0	0	0	0	0	0	0	477	0	0	164	210	0	0	0	0	0	0	0	42	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	270	0	334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Rank 1's ghost cells:	260	0	183	436	0	34	0	0	0	0	64	84	0	198	346	0	0	0	0	0	0	0	0	0	0	0	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Rank 2's ghost cells:	434	182	0	257	0	220	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	134	497	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Rank 3's ghost cells:	0	434	267	0	363	471	0	0	0	124	299	291	0	97	0	0	0	0	0	0	0	0	0	0	18	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Rank 4's ghost cells:	0	0	0	363	0	217	0	0	0	304	0	136	0	0	0	0	0	0	0	0	0	0	0	0	111	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	60	0	0	0	0	0	0	0	59	461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Rank 5's ghost cells:	0	36	232	456	232	0	0	0	0	213	30	0	0	0	0	0	0	0	0	0	0	0	0	0	453	3	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	154	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Rank 6's ghost cells:	0	0	0	0	0	0	0	524	160	0	152	0	0	0	0	0	0	0	0	0	0	0	340	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	273	
